epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.4457,0,4.7858,0,0,0,0,0,0,11.1775,0,0.000411523,0.000411523,0.000411523
2,58.0474,0,3.32184,0,0,0,0,0,0,7.46052,0,0.000800859,0.000800859,0.000800859
